,Classification
82074,Normal
82075,Normal
82076,Normal
82077,Normal
82078,Normal
82079,Normal
82080,Normal
82081,Normal
82082,Normal
82083,Normal
82084,Normal
82085,Normal
82086,Normal
82087,Normal
82088,Normal
82089,Normal
82090,Normal
82091,Normal
82092,Normal
82093,Normal
82094,Normal
82095,Normal
82096,Normal
82097,Normal
82098,Normal
82099,Normal
82100,Normal
82101,Normal
82102,Normal
82103,Normal
82104,Normal
82105,Normal
82106,Normal
82107,Normal
82108,Normal
82109,Normal
82110,Normal
82111,Normal
82112,Normal
82113,Fraud
82114,Normal
82115,Normal
82116,Normal
82117,Normal
82118,Normal
82119,Normal
82120,Normal
82121,Normal
82122,Normal
82123,Normal
82124,Normal
82125,Normal
82126,Normal
82127,Normal
82128,Normal
82129,Normal
82130,Normal
82131,Normal
82132,Normal
82133,Normal
82134,Normal
82135,Normal
82136,Normal
82137,Normal
82138,Normal
82139,Normal
82140,Normal
82141,Normal
82142,Normal
82143,Normal
82144,Normal
82145,Normal
82146,Normal
82147,Normal
82148,Normal
82149,Normal
82150,Normal
82151,Normal
82152,Normal
82153,Normal
82154,Normal
82155,Normal
82156,Normal
82157,Normal
82158,Normal
82159,Normal
82160,Normal
82161,Normal
82162,Normal
82163,Normal
82164,Normal
82165,Normal
82166,Normal
82167,Normal
82168,Normal
82169,Normal
82170,Normal
82171,Normal
82172,Normal
82173,Normal
82174,Normal
82175,Normal
82176,Normal
82177,Normal
82178,Normal
82179,Normal
82180,Normal
82181,Normal
82182,Normal
82183,Normal
82184,Normal
82185,Normal
82186,Fraud
82187,Normal
82188,Normal
82189,Normal
82190,Normal
82191,Normal
82192,Normal
82193,Normal
82194,Normal
82195,Normal
82196,Normal
82197,Normal
82198,Normal
82199,Normal
82200,Normal
82201,Normal
82202,Normal
82203,Normal
82204,Normal
82205,Normal
82206,Normal
82207,Normal
82208,Normal
82209,Normal
82210,Normal
82211,Normal
82212,Normal
82213,Normal
82214,Normal
82215,Normal
82216,Normal
82217,Normal
82218,Normal
82219,Normal
82220,Normal
82221,Normal
82222,Normal
82223,Normal
82224,Normal
82225,Normal
82226,Normal
82227,Normal
82228,Normal
82229,Normal
82230,Normal
82231,Normal
82232,Normal
82233,Normal
82234,Normal
82235,Normal
82236,Normal
82237,Normal
82238,Normal
82239,Normal
82240,Normal
82241,Normal
82242,Normal
82243,Normal
82244,Normal
82245,Normal
82246,Normal
82247,Normal
82248,Normal
82249,Normal
82250,Normal
82251,Normal
82252,Normal
82253,Normal
82254,Normal
82255,Normal
82256,Normal
82257,Normal
82258,Normal
82259,Normal
82260,Normal
82261,Normal
82262,Normal
82263,Normal
82264,Normal
82265,Normal
82266,Normal
82267,Normal
82268,Normal
82269,Normal
82270,Normal
82271,Normal
82272,Normal
82273,Normal
82274,Normal
82275,Normal
82276,Normal
82277,Normal
82278,Normal
82279,Normal
82280,Normal
82281,Normal
82282,Normal
82283,Normal
82284,Normal
82285,Normal
82286,Normal
82287,Normal
82288,Normal
82289,Normal
82290,Normal
82291,Normal
82292,Normal
82293,Normal
82294,Normal
82295,Normal
82296,Normal
82297,Normal
82298,Normal
82299,Normal
82300,Normal
82301,Normal
82302,Normal
82303,Normal
82304,Normal
82305,Normal
82306,Normal
82307,Normal
82308,Normal
82309,Normal
82310,Normal
82311,Normal
82312,Normal
82313,Normal
82314,Normal
82315,Normal
82316,Normal
82317,Normal
82318,Normal
82319,Normal
82320,Normal
82321,Normal
82322,Normal
82323,Normal
82324,Normal
82325,Normal
82326,Normal
82327,Normal
82328,Normal
82329,Normal
82330,Normal
82331,Normal
82332,Normal
82333,Normal
82334,Normal
82335,Normal
82336,Normal
82337,Normal
82338,Normal
82339,Normal
82340,Normal
82341,Normal
82342,Normal
82343,Normal
82344,Normal
82345,Normal
82346,Normal
82347,Normal
82348,Fraud
82349,Normal
82350,Normal
82351,Normal
82352,Normal
82353,Normal
82354,Normal
82355,Normal
82356,Normal
82357,Normal
82358,Normal
82359,Normal
82360,Normal
82361,Normal
82362,Fraud
82363,Normal
82364,Normal
82365,Normal
82366,Normal
82367,Normal
82368,Normal
82369,Normal
82370,Normal
82371,Normal
82372,Normal
82373,Normal
82374,Normal
82375,Normal
82376,Normal
82377,Normal
82378,Normal
82379,Normal
82380,Normal
82381,Normal
82382,Normal
82383,Normal
82384,Normal
82385,Normal
82386,Normal
82387,Normal
82388,Normal
82389,Normal
82390,Normal
82391,Normal
82392,Normal
82393,Normal
82394,Normal
82395,Normal
82396,Normal
82397,Normal
82398,Normal
82399,Normal
82400,Normal
82401,Normal
82402,Normal
82403,Normal
82404,Normal
82405,Normal
82406,Normal
82407,Normal
82408,Normal
82409,Normal
82410,Normal
82411,Normal
82412,Normal
82413,Normal
82414,Normal
82415,Normal
82416,Normal
82417,Normal
82418,Normal
82419,Normal
82420,Normal
82421,Normal
82422,Normal
82423,Normal
82424,Normal
82425,Normal
82426,Normal
82427,Normal
82428,Normal
82429,Normal
82430,Normal
82431,Normal
82432,Normal
82433,Normal
82434,Normal
82435,Normal
82436,Normal
82437,Normal
82438,Normal
82439,Normal
82440,Normal
82441,Normal
82442,Normal
82443,Normal
82444,Normal
82445,Normal
82446,Normal
82447,Normal
82448,Normal
82449,Normal
82450,Normal
82451,Normal
82452,Normal
82453,Normal
82454,Normal
82455,Normal
82456,Normal
82457,Normal
82458,Normal
82459,Normal
82460,Normal
82461,Normal
82462,Normal
82463,Normal
82464,Normal
82465,Normal
82466,Normal
82467,Normal
82468,Normal
82469,Normal
82470,Normal
82471,Normal
82472,Normal
82473,Normal
82474,Normal
82475,Normal
82476,Normal
82477,Normal
82478,Normal
82479,Normal
82480,Normal
82481,Normal
82482,Normal
82483,Normal
82484,Normal
82485,Normal
82486,Normal
82487,Normal
82488,Fraud
82489,Normal
82490,Normal
82491,Normal
82492,Normal
82493,Normal
82494,Normal
82495,Normal
82496,Normal
82497,Normal
82498,Normal
82499,Normal
82500,Normal
82501,Normal
82502,Normal
82503,Normal
82504,Normal
82505,Normal
82506,Normal
82507,Normal
82508,Normal
82509,Normal
82510,Normal
82511,Normal
82512,Normal
82513,Normal
82514,Normal
82515,Normal
82516,Normal
82517,Normal
82518,Normal
82519,Normal
82520,Normal
82521,Normal
82522,Normal
82523,Normal
82524,Normal
82525,Normal
82526,Normal
82527,Normal
82528,Normal
82529,Normal
82530,Normal
82531,Normal
82532,Normal
82533,Normal
82534,Normal
82535,Normal
82536,Normal
82537,Normal
82538,Normal
82539,Normal
82540,Normal
82541,Normal
82542,Normal
82543,Normal
82544,Normal
82545,Normal
82546,Normal
82547,Normal
82548,Normal
82549,Normal
82550,Normal
82551,Normal
82552,Normal
82553,Normal
82554,Normal
82555,Normal
82556,Normal
82557,Normal
82558,Normal
82559,Normal
82560,Normal
82561,Normal
82562,Normal
82563,Normal
82564,Normal
82565,Normal
82566,Normal
82567,Fraud
82568,Normal
82569,Normal
82570,Normal
82571,Normal
82572,Normal
82573,Normal
82574,Normal
82575,Normal
82576,Normal
82577,Normal
82578,Normal
82579,Normal
82580,Normal
82581,Normal
82582,Normal
82583,Normal
82584,Normal
82585,Normal
82586,Normal
82587,Normal
82588,Normal
82589,Normal
82590,Fraud
82591,Normal
82592,Normal
82593,Normal
82594,Normal
82595,Normal
82596,Normal
82597,Normal
82598,Normal
82599,Normal
82600,Normal
82601,Normal
82602,Normal
82603,Normal
82604,Normal
82605,Normal
82606,Normal
82607,Normal
82608,Normal
82609,Normal
82610,Normal
82611,Normal
82612,Normal
82613,Normal
82614,Normal
82615,Normal
82616,Normal
82617,Normal
82618,Normal
82619,Normal
82620,Normal
82621,Normal
82622,Normal
82623,Normal
82624,Normal
82625,Normal
82626,Normal
82627,Normal
82628,Normal
82629,Normal
82630,Normal
82631,Normal
82632,Normal
82633,Normal
82634,Normal
82635,Normal
82636,Normal
82637,Normal
82638,Normal
82639,Normal
82640,Normal
82641,Normal
82642,Normal
82643,Normal
82644,Normal
82645,Normal
82646,Normal
82647,Normal
82648,Normal
82649,Normal
82650,Normal
82651,Normal
82652,Normal
82653,Normal
82654,Normal
82655,Normal
82656,Normal
82657,Normal
82658,Normal
82659,Normal
82660,Normal
82661,Normal
82662,Normal
82663,Normal
82664,Normal
82665,Normal
82666,Normal
82667,Normal
82668,Normal
82669,Normal
82670,Normal
82671,Normal
82672,Normal
82673,Normal
82674,Normal
82675,Normal
82676,Normal
82677,Normal
82678,Fraud
82679,Normal
82680,Normal
82681,Normal
82682,Normal
82683,Normal
82684,Normal
82685,Normal
82686,Normal
82687,Normal
82688,Normal
82689,Normal
82690,Normal
82691,Normal
82692,Normal
82693,Normal
82694,Normal
82695,Normal
82696,Normal
82697,Normal
82698,Normal
82699,Normal
82700,Normal
82701,Normal
82702,Normal
82703,Normal
82704,Normal
82705,Normal
82706,Normal
82707,Normal
82708,Normal
82709,Normal
82710,Normal
82711,Normal
82712,Normal
82713,Normal
82714,Normal
82715,Normal
82716,Normal
82717,Normal
82718,Normal
82719,Normal
82720,Normal
82721,Normal
82722,Normal
82723,Normal
82724,Normal
82725,Normal
82726,Normal
82727,Normal
82728,Normal
82729,Normal
82730,Normal
82731,Normal
82732,Normal
82733,Normal
82734,Normal
82735,Normal
82736,Normal
82737,Normal
82738,Normal
82739,Fraud
82740,Normal
82741,Normal
82742,Normal
82743,Normal
82744,Normal
82745,Normal
82746,Normal
82747,Normal
82748,Normal
82749,Normal
82750,Normal
82751,Normal
82752,Normal
82753,Normal
82754,Normal
82755,Normal
82756,Normal
82757,Normal
82758,Normal
82759,Normal
82760,Normal
82761,Normal
82762,Normal
82763,Normal
82764,Normal
82765,Normal
82766,Normal
82767,Normal
82768,Normal
82769,Normal
82770,Normal
82771,Normal
82772,Normal
82773,Normal
82774,Normal
82775,Normal
82776,Normal
82777,Normal
82778,Normal
82779,Normal
82780,Normal
82781,Normal
82782,Normal
82783,Normal
82784,Normal
82785,Normal
82786,Fraud
82787,Normal
82788,Normal
82789,Normal
82790,Normal
82791,Normal
82792,Normal
82793,Normal
82794,Normal
82795,Normal
82796,Normal
82797,Normal
82798,Normal
82799,Normal
82800,Normal
82801,Normal
82802,Normal
82803,Normal
82804,Normal
82805,Normal
82806,Normal
82807,Normal
82808,Normal
82809,Normal
82810,Normal
82811,Normal
82812,Normal
82813,Normal
82814,Normal
82815,Normal
82816,Normal
82817,Normal
82818,Normal
82819,Normal
82820,Normal
82821,Normal
82822,Normal
82823,Normal
82824,Normal
82825,Normal
82826,Normal
82827,Normal
82828,Normal
82829,Normal
82830,Normal
82831,Normal
82832,Normal
82833,Normal
82834,Normal
82835,Normal
82836,Normal
82837,Normal
82838,Normal
82839,Normal
82840,Normal
82841,Normal
82842,Normal
82843,Normal
82844,Normal
82845,Normal
82846,Normal
82847,Normal
82848,Normal
82849,Normal
82850,Normal
82851,Normal
82852,Normal
82853,Normal
82854,Normal
82855,Normal
82856,Normal
82857,Normal
82858,Normal
82859,Normal
82860,Normal
82861,Normal
82862,Normal
82863,Normal
82864,Normal
82865,Normal
82866,Fraud
82867,Normal
82868,Normal
82869,Normal
82870,Normal
82871,Normal
82872,Normal
82873,Normal
82874,Normal
82875,Normal
82876,Normal
82877,Normal
82878,Normal
82879,Normal
82880,Normal
82881,Normal
82882,Normal
82883,Normal
82884,Normal
82885,Normal
82886,Normal
82887,Normal
82888,Normal
82889,Normal
82890,Normal
82891,Normal
82892,Normal
82893,Normal
82894,Normal
82895,Normal
82896,Normal
82897,Normal
82898,Normal
82899,Normal
82900,Normal
82901,Normal
82902,Normal
82903,Normal
82904,Normal
82905,Normal
82906,Normal
82907,Normal
82908,Normal
82909,Normal
82910,Normal
82911,Normal
82912,Normal
82913,Normal
82914,Normal
82915,Normal
82916,Normal
82917,Normal
82918,Normal
82919,Normal
82920,Normal
82921,Normal
82922,Normal
82923,Normal
82924,Normal
82925,Normal
82926,Normal
82927,Normal
82928,Normal
82929,Normal
82930,Normal
82931,Normal
82932,Normal
82933,Normal
82934,Normal
82935,Normal
82936,Normal
82937,Normal
82938,Normal
82939,Normal
82940,Normal
82941,Normal
82942,Normal
82943,Normal
82944,Normal
82945,Normal
82946,Normal
82947,Normal
82948,Normal
82949,Normal
82950,Normal
82951,Normal
82952,Normal
82953,Normal
82954,Normal
82955,Normal
82956,Normal
82957,Normal
82958,Normal
82959,Normal
82960,Normal
82961,Normal
82962,Normal
82963,Normal
82964,Normal
82965,Normal
82966,Normal
82967,Normal
82968,Normal
82969,Normal
82970,Normal
82971,Normal
82972,Normal
82973,Normal
82974,Normal
82975,Normal
82976,Normal
82977,Normal
82978,Normal
82979,Fraud
82980,Normal
82981,Normal
82982,Normal
82983,Normal
82984,Normal
82985,Normal
82986,Normal
82987,Normal
82988,Normal
82989,Normal
82990,Normal
82991,Normal
82992,Normal
82993,Normal
82994,Normal
82995,Normal
82996,Normal
82997,Normal
82998,Fraud
82999,Normal
83000,Normal
83001,Normal
83002,Normal
83003,Normal
83004,Normal
83005,Normal
83006,Normal
83007,Normal
83008,Normal
83009,Normal
83010,Normal
83011,Normal
83012,Normal
83013,Normal
83014,Normal
83015,Normal
83016,Normal
83017,Normal
83018,Normal
83019,Normal
83020,Normal
83021,Normal
83022,Normal
83023,Normal
83024,Normal
83025,Normal
83026,Normal
83027,Normal
83028,Normal
83029,Normal
83030,Normal
83031,Normal
83032,Normal
83033,Normal
83034,Normal
83035,Normal
83036,Normal
83037,Normal
83038,Normal
83039,Normal
83040,Normal
83041,Normal
83042,Normal
83043,Normal
83044,Normal
83045,Normal
83046,Normal
83047,Normal
83048,Normal
83049,Normal
83050,Normal
83051,Normal
83052,Normal
83053,Normal
83054,Normal
83055,Normal
83056,Normal
83057,Normal
83058,Normal
83059,Normal
83060,Normal
83061,Normal
83062,Normal
83063,Normal
83064,Normal
83065,Normal
83066,Normal
83067,Normal
83068,Normal
83069,Normal
83070,Normal
83071,Normal
83072,Normal
83073,Normal
83074,Normal
83075,Normal
83076,Normal
83077,Normal
83078,Normal
83079,Normal
83080,Normal
83081,Normal
83082,Normal
83083,Normal
83084,Normal
83085,Normal
83086,Normal
83087,Normal
83088,Normal
83089,Normal
83090,Normal
83091,Normal
83092,Normal
83093,Normal
83094,Normal
83095,Fraud
83096,Normal
83097,Normal
83098,Normal
83099,Normal
83100,Normal
83101,Normal
83102,Normal
83103,Normal
83104,Normal
83105,Normal
83106,Normal
83107,Normal
83108,Normal
83109,Normal
83110,Normal
83111,Normal
83112,Normal
83113,Normal
83114,Normal
83115,Normal
83116,Normal
83117,Normal
83118,Normal
83119,Fraud
83120,Normal
83121,Normal
83122,Normal
83123,Normal
83124,Normal
83125,Normal
83126,Normal
83127,Normal
83128,Normal
83129,Normal
83130,Normal
83131,Normal
83132,Normal
83133,Normal
83134,Normal
83135,Normal
83136,Normal
83137,Normal
83138,Normal
83139,Normal
83140,Normal
83141,Normal
83142,Normal
83143,Normal
83144,Normal
83145,Normal
83146,Normal
83147,Normal
83148,Normal
83149,Normal
83150,Normal
83151,Normal
83152,Normal
83153,Normal
83154,Normal
83155,Normal
83156,Fraud
83157,Normal
83158,Fraud
83159,Normal
83160,Normal
83161,Normal
83162,Fraud
83163,Normal
83164,Normal
83165,Normal
83166,Normal
83167,Normal
83168,Normal
83169,Normal
83170,Normal
83171,Normal
83172,Normal
83173,Normal
83174,Normal
83175,Normal
83176,Normal
83177,Normal
83178,Normal
83179,Normal
83180,Normal
83181,Normal
83182,Normal
83183,Normal
83184,Normal
83185,Normal
83186,Normal
83187,Normal
83188,Normal
83189,Normal
83190,Fraud
83191,Normal
83192,Normal
83193,Normal
83194,Normal
83195,Normal
83196,Normal
83197,Normal
83198,Normal
83199,Normal
83200,Normal
83201,Normal
83202,Normal
83203,Normal
83204,Normal
83205,Normal
83206,Fraud
83207,Normal
83208,Normal
83209,Normal
83210,Normal
83211,Normal
83212,Normal
83213,Normal
83214,Normal
83215,Normal
83216,Normal
83217,Normal
83218,Normal
83219,Normal
83220,Normal
83221,Normal
83222,Normal
83223,Normal
83224,Normal
83225,Normal
83226,Normal
83227,Fraud
83228,Normal
83229,Normal
83230,Normal
83231,Normal
83232,Normal
83233,Normal
83234,Normal
83235,Normal
83236,Normal
83237,Normal
83238,Normal
83239,Normal
83240,Normal
83241,Normal
83242,Normal
83243,Normal
83244,Normal
83245,Normal
83246,Normal
83247,Fraud
83248,Normal
83249,Fraud
83250,Normal
83251,Normal
83252,Normal
83253,Normal
83254,Normal
83255,Normal
83256,Normal
83257,Normal
83258,Normal
83259,Normal
83260,Normal
83261,Normal
83262,Normal
83263,Normal
83264,Normal
83265,Normal
83266,Normal
83267,Normal
83268,Normal
83269,Normal
83270,Normal
83271,Normal
83272,Normal
83273,Normal
83274,Normal
83275,Normal
83276,Normal
83277,Normal
83278,Normal
83279,Normal
83280,Normal
83281,Normal
83282,Normal
83283,Normal
83284,Normal
83285,Normal
83286,Normal
83287,Normal
83288,Normal
83289,Normal
83290,Normal
83291,Normal
83292,Normal
83293,Normal
83294,Normal
83295,Normal
83296,Normal
83297,Normal
83298,Normal
83299,Normal
83300,Normal
83301,Normal
83302,Normal
83303,Normal
83304,Normal
83305,Normal
83306,Normal
83307,Normal
83308,Normal
83309,Normal
83310,Normal
83311,Normal
83312,Normal
83313,Normal
83314,Normal
83315,Normal
83316,Normal
83317,Normal
83318,Normal
83319,Normal
83320,Normal
83321,Normal
83322,Normal
83323,Normal
83324,Normal
83325,Normal
83326,Normal
83327,Normal
83328,Normal
83329,Normal
83330,Normal
83331,Normal
83332,Normal
83333,Normal
83334,Normal
83335,Normal
83336,Normal
83337,Normal
83338,Normal
83339,Normal
83340,Normal
83341,Normal
83342,Normal
83343,Normal
83344,Normal
83345,Normal
83346,Normal
83347,Normal
83348,Normal
83349,Normal
83350,Normal
83351,Normal
83352,Normal
83353,Normal
83354,Normal
83355,Normal
83356,Normal
83357,Normal
83358,Fraud
83359,Normal
83360,Normal
83361,Normal
83362,Normal
83363,Normal
83364,Normal
83365,Normal
83366,Normal
83367,Normal
83368,Normal
83369,Normal
83370,Normal
83371,Normal
83372,Normal
83373,Normal
83374,Normal
83375,Normal
83376,Normal
83377,Normal
83378,Normal
83379,Normal
83380,Normal
83381,Normal
83382,Normal
83383,Normal
83384,Normal
83385,Normal
83386,Normal
83387,Normal
83388,Normal
83389,Normal
83390,Normal
83391,Normal
83392,Normal
83393,Normal
83394,Normal
83395,Normal
83396,Normal
83397,Normal
83398,Normal
83399,Normal
83400,Normal
83401,Normal
83402,Normal
83403,Normal
83404,Normal
83405,Normal
83406,Normal
83407,Normal
83408,Normal
83409,Normal
83410,Normal
83411,Normal
83412,Normal
83413,Normal
83414,Normal
83415,Normal
83416,Normal
83417,Normal
83418,Normal
83419,Normal
83420,Normal
83421,Fraud
83422,Normal
83423,Normal
83424,Normal
83425,Normal
83426,Normal
83427,Normal
83428,Normal
83429,Normal
83430,Normal
83431,Normal
83432,Normal
83433,Normal
83434,Normal
83435,Normal
83436,Normal
83437,Normal
83438,Normal
83439,Normal
83440,Normal
83441,Normal
83442,Normal
83443,Normal
83444,Normal
83445,Normal
83446,Normal
83447,Normal
83448,Normal
83449,Normal
83450,Normal
83451,Normal
83452,Normal
83453,Normal
83454,Normal
83455,Normal
83456,Normal
83457,Normal
83458,Normal
83459,Normal
83460,Normal
83461,Normal
83462,Normal
83463,Normal
83464,Normal
83465,Normal
83466,Normal
83467,Normal
83468,Normal
83469,Normal
83470,Normal
83471,Normal
83472,Normal
83473,Normal
83474,Normal
83475,Normal
83476,Normal
83477,Normal
83478,Normal
83479,Normal
83480,Normal
83481,Normal
83482,Normal
83483,Normal
83484,Normal
83485,Normal
83486,Normal
83487,Normal
83488,Normal
83489,Normal
83490,Normal
83491,Normal
83492,Normal
83493,Normal
83494,Normal
83495,Normal
83496,Normal
83497,Normal
83498,Normal
83499,Normal
83500,Normal
83501,Normal
83502,Normal
83503,Normal
83504,Normal
83505,Normal
83506,Normal
83507,Normal
83508,Normal
83509,Normal
83510,Normal
83511,Normal
83512,Normal
83513,Normal
83514,Normal
83515,Normal
83516,Normal
83517,Normal
83518,Normal
83519,Normal
83520,Normal
83521,Normal
83522,Normal
83523,Normal
83524,Normal
83525,Normal
83526,Normal
83527,Normal
83528,Normal
83529,Normal
83530,Normal
83531,Normal
83532,Normal
83533,Normal
83534,Normal
83535,Normal
83536,Normal
83537,Normal
83538,Normal
83539,Normal
83540,Normal
83541,Normal
83542,Normal
83543,Normal
83544,Normal
83545,Normal
83546,Normal
83547,Normal
